record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
es_ch15_dlg0019,es,15,CAPITULO XV,Porque si un explorador dijera mentiras sería una catástrofe para los libros de geografía. Y también si un explorador bebiera demasiado.,136,21,D000711,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,711,align_711_1182,0.9384,fr_ch15_dlg0020,cosine_multilingual_embeddings_v1,4,0.2991,kmeans_multilingual_embeddings_v1
es_ch15_dlg0020,es,15,CAPITULO XV,¿Por qué? —preguntó el principito.,34,5,D000712,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,712,align_712_1181,0.6948,fr_ch15_dlg0019,cosine_multilingual_embeddings_v1,1,0.3306,kmeans_multilingual_embeddings_v1
es_ch15_dlg0021,es,15,CAPITULO XV,Porque los borrachos ven doble y el geógrafo pondría dos montañas donde sólo hay una.,85,15,D000713,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,713,align_713_1184,0.9519,fr_ch15_dlg0022,cosine_multilingual_embeddings_v1,4,0.2234,kmeans_multilingual_embeddings_v1
es_ch15_dlg0022,es,15,CAPITULO XV,"Conozco a alguien —dijo el principito—, que sería un mal explorador.",68,11,D000714,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,714,align_714_1185,0.6864,fr_ch15_dlg0023,cosine_multilingual_embeddings_v1,10,0.2555,kmeans_multilingual_embeddings_v1
es_ch15_dlg0023,es,15,CAPITULO XV,"Es muy posible. Cuando la moralidad del explorador parece buena, se hace un estudio sobre su descubrimiento.",108,17,D000715,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,715,align_715_1186,0.9702,fr_ch15_dlg0024,cosine_multilingual_embeddings_v1,4,0.1751,kmeans_multilingual_embeddings_v1
es_ch15_dlg0024,es,15,CAPITULO XV,¿Se va a verificarlo?,21,4,D000716,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,716,align_716_1187,0.6098,fr_ch15_dlg0025,cosine_multilingual_embeddings_v1,6,0.1634,kmeans_multilingual_embeddings_v1
es_ch15_dlg0025,es,15,CAPITULO XV,"No, eso sería demasiado complicado. Se le exigen pruebas.",57,9,D000717,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,717,align_717_1188,0.5622,fr_ch15_dlg0026,cosine_multilingual_embeddings_v1,11,0.1417,kmeans_multilingual_embeddings_v1
es_ch15_dlg0026,es,15,CAPITULO XV,"¡Tú vienes de muy lejos! ¡Eres un explorador! Comienza, pues, a describirme tu planeta.",87,14,D000718,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,718,align_718_1189,0.9635,fr_ch15_dlg0027,cosine_multilingual_embeddings_v1,5,0.403,kmeans_multilingual_embeddings_v1
es_ch15_dlg0027,es,15,CAPITULO XV,¿Y bien? —interrogó el geógrafo.,32,5,D000719,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,719,align_240_719,0.8628,en_ch15_dlg0007,cosine_multilingual_embeddings_v1,4,0.3823,kmeans_multilingual_embeddings_v1
es_ch15_dlg0028,es,15,CAPITULO XV,"¡Oh! Mi planeta —dijo el principito— no es tan interesante, todo es muy pequeño. Tengo tres volcanes, dos en actividad y uno extinguido; pero uno nunca sabe...",159,27,D000720,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,720,align_247_720,0.8284,en_ch15_dlg0017,cosine_multilingual_embeddings_v1,5,0.3537,kmeans_multilingual_embeddings_v1
es_ch15_dlg0029,es,15,CAPITULO XV,Nunca se sabe —dijo el geógrafo.,32,6,D000721,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,721,align_721_1192,0.895,fr_ch15_dlg0030,cosine_multilingual_embeddings_v1,4,0.2508,kmeans_multilingual_embeddings_v1
es_ch15_dlg0030,es,15,CAPITULO XV,Tengo también una flor.,23,4,D000722,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,722,align_722_1193,0.998,fr_ch15_dlg0031,cosine_multilingual_embeddings_v1,7,0.4695,kmeans_multilingual_embeddings_v1
es_ch15_dlg0031,es,15,CAPITULO XV,De las flores no tomamos nota.,30,6,D000723,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,723,align_723_1194,0.8558,fr_ch15_dlg0032,cosine_multilingual_embeddings_v1,7,0.2227,kmeans_multilingual_embeddings_v1
es_ch15_dlg0032,es,15,CAPITULO XV,¿Por qué? ¡Si son tan lindas!,29,6,D000724,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,724,align_724_1195,0.76,fr_ch15_dlg0033,cosine_multilingual_embeddings_v1,0,0.2023,kmeans_multilingual_embeddings_v1
es_ch15_dlg0033,es,15,CAPITULO XV,Porque las flores son efímeras.,31,5,D000725,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,725,align_725_1196,0.8855,fr_ch15_dlg0034,cosine_multilingual_embeddings_v1,7,0.4362,kmeans_multilingual_embeddings_v1
es_ch15_dlg0034,es,15,CAPITULO XV,"¿Qué significa ""efímera""?",25,3,D000726,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,726,align_726_1197,0.9512,fr_ch15_dlg0035,cosine_multilingual_embeddings_v1,6,0.3596,kmeans_multilingual_embeddings_v1
es_ch15_dlg0035,es,15,CAPITULO XV,"Las geografías —dijo el geógrafo— son los libros más valiosos y apreciados. Nunca pasan de moda ya que es muy raro que una montaña cambie de lugar o que un océano pierda su agua. Nosotros, los geógrafos, escribimos sobre cosas eternas.",235,41,D000727,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,727,align_727_1198,0.9407,fr_ch15_dlg0036,cosine_multilingual_embeddings_v1,4,0.3507,kmeans_multilingual_embeddings_v1
es_ch15_dlg0036,es,15,CAPITULO XV,Pero los volcanes extinguidos pueden despertarse — interrumpió el principito— . ¿Qué significa efímera?,103,14,D000728,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,728,align_728_1199,0.8589,fr_ch15_dlg0037,cosine_multilingual_embeddings_v1,4,0.1943,kmeans_multilingual_embeddings_v1
es_ch15_dlg0037,es,15,CAPITULO XV,Que los volcanes estén extinguidos o se despierten es igual para nosotros. Lo interesante es la montaña del volcán y ésta nunca cambia.,135,23,D000729,little_prince,little_prince,0.7,sandwich_propagation,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,729,align_729_1200,0.8602,fr_ch15_dlg0038,cosine_multilingual_embeddings_v1,4,0.1714,kmeans_multilingual_embeddings_v1
es_ch15_dlg0038,es,15,CAPITULO XV,"Pero, ¿qué significa efímera? —repitió el principito que nunca renunciaba a una pregunta suya.",94,14,D000730,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,730,align_255_730,0.7086,en_ch15_dlg0026,cosine_multilingual_embeddings_v1,1,0.2745,kmeans_multilingual_embeddings_v1
es_ch15_dlg0039,es,15,CAPITULO XV,Significa que está amenazado de próxima desaparición.,53,7,D000731,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,731,align_731_1202,0.8499,fr_ch15_dlg0040,cosine_multilingual_embeddings_v1,10,0.1591,kmeans_multilingual_embeddings_v1
es_ch15_dlg0040,es,15,CAPITULO XV,¿Mi flor está amenazada de desaparecer próximamente?,52,7,D000732,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,732,align_732_1203,0.9762,fr_ch15_dlg0041,cosine_multilingual_embeddings_v1,7,0.3536,kmeans_multilingual_embeddings_v1
es_ch15_dlg0041,es,15,CAPITULO XV,Así es. Indudablemente.,23,3,D000733,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,733,align_733_1195,0.4291,fr_ch15_dlg0033,cosine_multilingual_embeddings_v1,3,0.198,kmeans_multilingual_embeddings_v1
es_ch15_dlg0042,es,15,CAPITULO XV,¿Qué me aconseja usted que visite ahora?,40,7,D000734,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.85,multilingual_lexicon_character_context_v2,734,align_734_1204,0.8745,fr_ch15_dlg0043,cosine_multilingual_embeddings_v1,3,0.1891,kmeans_multilingual_embeddings_v1
es_ch15_dlg0043,es,15,CAPITULO XV,El planeta Tierra tiene muy buena reputación geógrafo.,54,8,D000735,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,735,align_735_1205,0.85,fr_ch15_dlg0044,cosine_multilingual_embeddings_v1,5,0.1694,kmeans_multilingual_embeddings_v1
es_ch15_dlg0044,es,15,CAPITULO XV,contestó el Y el principito partió pensando en su flor.,55,10,D000736,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,736,align_248_736,0.6396,en_ch15_dlg0018,cosine_multilingual_embeddings_v1,7,0.3778,kmeans_multilingual_embeddings_v1
es_ch17_dlg0000,es,17,CAPITULO XVII,¡Buenas noches! —dijo el principito.,36,5,D000737,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,737,align_737_1207,0.6807,fr_ch17_dlg0001,cosine_multilingual_embeddings_v1,1,0.3029,kmeans_multilingual_embeddings_v1
es_ch17_dlg0001,es,17,CAPITULO XVII,¡Buenas noches! —dijo la serpiente.,35,5,D000738,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,738,align_738_1207,0.9229,fr_ch17_dlg0001,cosine_multilingual_embeddings_v1,0,0.1514,kmeans_multilingual_embeddings_v1
es_ch17_dlg0002,es,17,CAPITULO XVII,¿Sobre qué planeta he caído? —preguntó el principito.,53,8,D000739,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.55,multilingual_lexicon_character_context_v2,739,align_739_1208,0.8195,fr_ch17_dlg0002,cosine_multilingual_embeddings_v1,5,0.3875,kmeans_multilingual_embeddings_v1
es_ch17_dlg0003,es,17,CAPITULO XVII,"Sobre la Tierra, en África —respondió la serpiente.",51,8,D000740,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,740,align_740_1209,0.9816,fr_ch17_dlg0003,cosine_multilingual_embeddings_v1,5,0.2316,kmeans_multilingual_embeddings_v1
es_ch17_dlg0004,es,17,CAPITULO XVII,¡Ah! ¿Y no hay nadie sobre la Tierra?,37,8,D000741,snake,snake,0.7,sandwich_propagation,fear,0.4286,0.0,0.4214,multilingual_lexicon_character_context_v2,741,align_741_1210,0.9825,fr_ch17_dlg0004,cosine_multilingual_embeddings_v1,5,0.4028,kmeans_multilingual_embeddings_v1
es_ch17_dlg0005,es,17,CAPITULO XVII,Esto es el desierto. En los desiertos no hay nadie. La Tierra es muy grande —contestó la serpiente.,99,18,D000742,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,742,align_742_1211,0.9727,fr_ch17_dlg0005,cosine_multilingual_embeddings_v1,5,0.2655,kmeans_multilingual_embeddings_v1
es_ch17_dlg0006,es,17,CAPITULO XVII,"Me pregunto si las estrellas están encendidas para que cada quien pueda reconocer la suya. ¡Mira!, precisamente sobre nosotros está mi planeta, pero... ¡tan, tan lejos!",168,26,D000743,businessman,businessman,0.65,keyword_rules,sadness,0.5,0.0,0.75,multilingual_lexicon_character_context_v2,743,align_743_1212,0.8891,fr_ch17_dlg0006,cosine_multilingual_embeddings_v1,9,0.4242,kmeans_multilingual_embeddings_v1
es_ch17_dlg0007,es,17,CAPITULO XVII,Es muy bella tu estrella —dijo la serpiente— ¿Y qué es lo que vienes a hacer por acá?,85,18,D000744,snake,snake,0.65,keyword_rules,fear,0.4,0.0,0.41,multilingual_lexicon_character_context_v2,744,align_744_1213,0.8605,fr_ch17_dlg0007,cosine_multilingual_embeddings_v1,9,0.3145,kmeans_multilingual_embeddings_v1
es_ch17_dlg0008,es,17,CAPITULO XVII,Tengo problemas con una flor —dijo el principito.,49,8,D000745,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,745,align_745_1214,0.8454,fr_ch17_dlg0008,cosine_multilingual_embeddings_v1,7,0.4172,kmeans_multilingual_embeddings_v1
es_ch17_dlg0010,es,17,CAPITULO XVII,Pero soy más poderoso que el dedo de un rey —le interrumpió la serpiente.,73,14,D000746,king,king,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,746,align_746_1219,0.9325,fr_ch17_dlg0013,cosine_multilingual_embeddings_v1,2,0.1935,kmeans_multilingual_embeddings_v1
es_ch17_dlg0011,es,17,CAPITULO XVII,Puedo llevarte más lejos que un navío —dijo la serpiente y se enroscó alrededor del tobillo del principito como un brazalete...,127,21,D000747,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,747,align_747_1221,0.9282,fr_ch17_dlg0015,cosine_multilingual_embeddings_v1,0,0.2673,kmeans_multilingual_embeddings_v1
es_ch17_dlg0012,es,17,CAPITULO XVII,"Al que yo toco, le hago regresar a la tierra de donde salió.",60,13,D000748,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,748,align_283_748,0.7607,en_ch17_dlg0014,cosine_multilingual_embeddings_v1,3,0.2507,kmeans_multilingual_embeddings_v1
es_ch17_dlg0013,es,17,CAPITULO XVII,"...Me das lástima, tan débil sobre esta tierra de granito... Si algún día llegas a extrañar tu planeta, yo puedo ayudarte.",122,21,D000749,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.6667,0.0,0.8167,multilingual_lexicon_character_context_v2,749,align_749_1223,0.9193,fr_ch17_dlg0017,cosine_multilingual_embeddings_v1,5,0.364,kmeans_multilingual_embeddings_v1
es_ch17_dlg0014,es,17,CAPITULO XVII,¡Oh! Te he comprendido muy bien —dijo el principito— .,54,10,D000750,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,750,align_750_1222,0.465,fr_ch17_dlg0016,cosine_multilingual_embeddings_v1,1,0.344,kmeans_multilingual_embeddings_v1
es_ch17_dlg0015,es,17,CAPITULO XVII,Yo los resuelvo todos —dijo la serpiente.,41,7,D000751,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,751,align_751_1225,0.9086,fr_ch17_dlg0019,cosine_multilingual_embeddings_v1,0,0.181,kmeans_multilingual_embeddings_v1
es_ch18_dlg0000,es,18,CAPITULO XVIII,¡Buenos días! —contestó la flor.,32,5,D000752,little_prince,little_prince,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,752,align_752_1227,0.9077,fr_ch18_dlg0001,cosine_multilingual_embeddings_v1,7,0.4273,kmeans_multilingual_embeddings_v1
es_ch18_dlg0001,es,18,CAPITULO XVIII,¿Dónde están los hombres? —preguntó cortésmente el principito.,62,8,D000753,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,753,align_291_753,0.6819,en_ch18_dlg0004,cosine_multilingual_embeddings_v1,1,0.2511,kmeans_multilingual_embeddings_v1
es_ch18_dlg0002,es,18,CAPITULO XVIII,"¿Los hombres? Me parece que no existen más que seis o siete. Los vi hace ya años y nunca se sabe dónde encontrarlos. Como no tienen raíces, el viento los pasea de un lado a otro. Debe ser molesto.",196,39,D000754,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.85,multilingual_lexicon_character_context_v2,754,align_754_1229,0.8418,fr_ch18_dlg0003,cosine_multilingual_embeddings_v1,0,0.1418,kmeans_multilingual_embeddings_v1
es_ch18_dlg0003,es,18,CAPITULO XVIII,Adiós entonces —dijo el principito.,35,5,D000755,little_prince,little_prince,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,755,align_755_1230,0.4909,fr_ch18_dlg0004,cosine_multilingual_embeddings_v1,1,0.2285,kmeans_multilingual_embeddings_v1
es_ch18_dlg0004,es,18,CAPITULO XVIII,Adiós —dijo la flor.,20,4,D000756,little_prince,little_prince,0.55,previous_speaker_window,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,756,align_756_1231,0.8041,fr_ch18_dlg0005,cosine_multilingual_embeddings_v1,7,0.2734,kmeans_multilingual_embeddings_v1
es_ch19_dlg0000,es,19,CAPITULO XIX,"Desde una montaña tan alta como ésta, podré ver todo el planeta y a todos los hombres...",88,17,D000757,little_prince,little_prince,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,757,align_757_1232,0.9517,fr_ch19_dlg0000,cosine_multilingual_embeddings_v1,5,0.2872,kmeans_multilingual_embeddings_v1
es_ch19_dlg0001,es,19,CAPITULO XIX,"¡Qué planeta más raro! —Pensó entonces el principito—, es seco, puntiagudo y salado. Sus habitantes carecen de imaginación; no hacen más que repetir lo que uno dice... En mi tierra tenía una flor y era siempre la primera en hablar...",233,40,D000758,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,758,align_297_758,0.8871,en_ch19_dlg0006,cosine_multilingual_embeddings_v1,5,0.4093,kmeans_multilingual_embeddings_v1
es_ch19_dlg0002,es,19,CAPITULO XIX,¡Buenos días! —exclamó el principito al azar.,45,7,D000759,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,759,align_759_1235,0.6933,fr_ch19_dlg0003,cosine_multilingual_embeddings_v1,1,0.3851,kmeans_multilingual_embeddings_v1
es_ch19_dlg0003,es,19,CAPITULO XIX,¡Buenos días!... ¡enos días!... ¡...días! —respondió el eco.,60,8,D000760,little_prince,little_prince,0.7,sandwich_propagation,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,760,align_760_1235,0.7895,fr_ch19_dlg0003,cosine_multilingual_embeddings_v1,1,0.378,kmeans_multilingual_embeddings_v1
es_ch19_dlg0004,es,19,CAPITULO XIX,¿Quién eres tú? —preguntó el principito.,40,6,D000761,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,761,align_761_1237,0.827,fr_ch19_dlg0005,cosine_multilingual_embeddings_v1,1,0.3473,kmeans_multilingual_embeddings_v1
es_ch19_dlg0005,es,19,CAPITULO XIX,¿Quién eres tú?... ¿...eres tú?... ¿...tú?... —contestó el eco.,63,9,D000762,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,762,align_762_1237,0.9357,fr_ch19_dlg0005,cosine_multilingual_embeddings_v1,1,0.3099,kmeans_multilingual_embeddings_v1
es_ch19_dlg0006,es,19,CAPITULO XIX,"Sean mis amigos, estoy solo —dijo el principito.",48,8,D000763,little_prince,little_prince,0.65,keyword_rules,love,0.5,-1.0,0.45,multilingual_lexicon_character_context_v2,763,align_763_1238,0.8513,fr_ch19_dlg0006,cosine_multilingual_embeddings_v1,3,0.1767,kmeans_multilingual_embeddings_v1
es_ch19_dlg0007,es,19,CAPITULO XIX,Estoy solo... ...solo ...olo... -repitió el eco.,48,7,D000764,little_prince,little_prince,0.55,previous_speaker_window,sadness,1.0,-1.0,0.65,multilingual_lexicon_character_context_v2,764,align_764_1239,0.6105,fr_ch19_dlg0007,cosine_multilingual_embeddings_v1,3,0.3194,kmeans_multilingual_embeddings_v1
es_ch20_dlg0000,es,20,CAPITULO XX,Me creía rico con una flor única y resulta que sólo tengo una rosa común. Eso y mis tres volcanes que apenas me llegan a la rodilla y uno de los cuales acaso esté extinguido para siempre. Realmente no soy un gran príncipe...,224,43,D000765,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.65,multilingual_lexicon_character_context_v2,765,align_765_1241,0.9748,fr_ch20_dlg0001,cosine_multilingual_embeddings_v1,7,0.3884,kmeans_multilingual_embeddings_v1
